case_id,baseline_class,current_class,bucket,attempt,result,pass_delta,root_cause,rescue_action,next_action,artifact_path,notes,recommendation,thinking_analysis
cvdp_copilot_pipeline_mac_0017,functional,functional,targeted_group_boundary_hint,stage2_targeted_pilot_pipeline_mac_0017_boundary_hint,failed,0,full-run best was 2/9; inspected log showed the first N-sample accumulation block is correct but later continuous blocks lose alignment after valid_out/reset boundary because accumulator/counter reset while valid_i remains high,"added harness-derived hint for N-sample grouped accumulation, first valid_out at N+2, later valid_out spacing by N plus invalid cycles, and not dropping products across a valid_out boundary; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; targeted sample and repair both regressed to 0/9, so original full-run artifact remains best",research_outputs/two_stage_thinking_codegen/runs/targeted_pipeline_mac_0017_20260519,initial targeted sample 0/9; repair attempt 1 stayed 0/9; no thinking used,thinking_pilot: 已有targeted证据,
cvdp_copilot_matrix_multiplier_0010,functional,functional,targeted_reduction_tree_hint,stage2_targeted_pilot_matrix_multiplier_0010_reduction_hint,failed_partial,0,full-run best was 12/36; inspected RTL showed a reduction-tree design that passed 2x2 but failed 3x3/4x4 by dropping/reusing reduction terms; harness expects row-major dot products and latency ceil(log2(COL_A))+2,"added harness-derived hint to replace fragile reduction with complete row-major dot products, fully drive outputs, preserve reset, and assert valid_out after the exact clog2 latency; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; targeted initial improved to 32/36 but still failed COL_A=1/dynamic cases, while repair regressed to compile/sim failures",research_outputs/two_stage_thinking_codegen/runs/targeted_matrix_multiplier_0010_20260519,"initial targeted sample 32/36, fixing 3x3/4x4 static cases; remaining failures include COL_A=1 single-element cases and generated/dynamic cases; repair attempt 1 regressed to 0/5 summaries with sim build failures; rolled back to initial best; no thinking used",thinking_pilot: 已有targeted证据,thinking_success
cvdp_copilot_one_hot_address_0001,functional_and_lint,passed,targeted_bit_order_hint,stage2_targeted_pilot_one_hot_address_0001_bit_order_hint,rescued,+1,full-run best passed lint but sanity only 1/17; failures showed DUT emitted low-order one-hot bits such as 1/4/16 while model expected MSB-side Region A bits such as 2/32/512/2048,"added harness-model-derived hint for exact output bit ordering, Region A scanning from full-bus MSB down to bit NS_B, Region B scanning from bit NS_B-1 down to 0, captured config behavior, ready timing, and reset behavior; ran one bounded non-thinking targeted pilot with one repair attempt",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_one_hot_address_0001_20260519,initial targeted sample 1/17; repair attempt 1 passed lint and all 16 sanity parameter runs for total 17/17; no thinking used,already_rescued,
cvdp_copilot_sorter_0031,functional,functional,targeted_counting_sort_latency_hint,stage2_targeted_pilot_sorter_0031_latency_hint,failed,0,"full-run best was 21/130; inspected counting-sort RTL and harness showed most N=8 outputs sorted correctly but done asserted 5 cycles early versus expected latency 4*(N+1)+max(input)+4, plus N=1 stale output from previous transaction","added harness-derived hint to hold done for the missing 5 cycles, preserve sorted output packing, clear stale working/output state on reset/start, and special-case N=1 as unchanged input after expected latency; ran one bounded non-thinking targeted pilot with one repair attempt",do not count as rescue; targeted repair matched full-run best at 21/130 and did not improve the residual,research_outputs/two_stage_thinking_codegen/runs/targeted_sorter_0031_20260519,"initial targeted sample 0/26 summaries; repair attempt 1 reached 21/130, same as full-run best, with no net rescue; no thinking used",thinking_pilot: 窄timing/FSM问题,thinking_success
cvdp_copilot_swizzler_0014,functional,passed,targeted_operation_mapping_hint,stage2_targeted_pilot_swizzler_0014_operation_hint,rescued,+1,"full-run best was 1/9 with only invalid mapping passing; inspected harness showed exact operation modes and mapping expectations, while RTL applied mapping before passthrough/reverse/invert/shift modes and mishandled identity/reverse swizzle direction","added harness-derived hint for mapping entry packing, identity/reverse swizzle expectations, invalid mapping behavior, exact operation modes 000-110, and that non-swizzle modes operate directly on data_in; ran one bounded non-thinking targeted pilot with one repair attempt",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_swizzler_0014_20260519,initial targeted sample 8/9; repair attempt 1 passed all 9 swizzler tests; no thinking used,already_rescued,
cvdp_copilot_nbit_swizzling_0020,functional,passed,targeted_hamming_ecc_index_hint,stage2_targeted_pilot_nbit_swizzling_0020_ecc_hint,rescued,+1,"full-run best was 0/5; generated RTL used 1-based Hamming positions directly as 0-based ecc_out indexes, leaving bit 0 and some high bits X and shifting parity bits one position too high","added harness-derived hint for 1-based Hamming position mapping to ecc_out[pos-1], full zero initialization, LSB-first data insertion into non-power-of-two positions, and parity assignment to ecc_out[parity_pos-1]; ran one bounded non-thinking targeted pilot with one repair attempt",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_nbit_swizzling_0020_20260519,"initial targeted sample 0/5; repair attempt 1 passed DATA_WIDTH 16,32,40,48,64 for 5/5; no thinking used",already_rescued,
cvdp_copilot_scrambler_0001,functional,passed,targeted_lfsr_shift_timing_hint,stage2_targeted_pilot_scrambler_0001_lfsr_hint,rescued,+1,full-run best was 0/2; generated RTL shifted the LFSR in the opposite direction/tap convention from the harness model and produced raw data_in on the first checked cycle instead of XORing with the advanced LFSR pattern,"added harness-derived hint for Python model bit indexing, feedback taps, new_lfsr[0]=feedback shift direction, post-shift XOR timing, and repeated 16-bit LFSR pattern across DATA_WIDTH; ran one bounded non-thinking targeted pilot with one repair attempt",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_scrambler_0001_20260519,initial targeted sample 0/2; repair attempt 1 passed DATA_WIDTH 16 and 32 for 2/2; no thinking used,already_rescued,
cvdp_copilot_secure_variable_timer_0001,functional,passed,targeted_serial_phase_delay_hint,stage2_targeted_pilot_secure_variable_timer_0001_phase_hint,rescued,+1,full-run best was 0/1; generated RTL detected start/configuration using stale shift_reg/config_count so the harness sequence 1101_0110 produced o_time_left 0 or 12 instead of delay 6,"added harness-derived hint for falling-edge-driven serial bit timing, detecting 1101 with {shift_reg[2:0], i_data_in}, capturing exactly next 4 MSB-first delay bits, immediate processing visibility, and 7000-cycle completion for delay 6; ran one bounded non-thinking targeted pilot with one repair attempt",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_secure_variable_timer_0001_20260519,initial targeted sample 0/1; repair attempt 1 passed the secure_variable_timer harness; no thinking used,already_rescued,
cvdp_copilot_secure_read_write_register_bank_0001,functional,passed,targeted_unlock_sequence_hint,stage2_targeted_pilot_secure_register_bank_0001_seq_hint,rescued,+1,full-run best was 0/1; generated RTL stayed unlocked after an incorrect write to address 0 and also allowed an interrupted unlock sequence where reads occurred between the address-0 and address-1 codes,"added harness-derived hint for consecutive two-write unlock semantics, wrong addr0/addr1 writes relocking even after prior unlock, reads/other accesses clearing partial unlock state, write-only addresses 0/1, and locked read returning zero; reran a refined bounded non-thinking targeted pilot",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_secure_register_bank_0001_seq_hint_20260519,first targeted pilot stayed 0/1 at interrupted sequence; refined hint fresh sample passed 1/1 with no repair; no thinking used,already_rescued,
cvdp_copilot_register_file_2R1W_0006,functional,functional,targeted_post_bist_normal_hint,stage2_targeted_pilot_register_file_2R1W_0006_post_bist_hint,failed,0,full-run best failed only normal write/read after BIST: BIST passes but writing 0xA5A5A5A5 to address 5 after test_mode drops reads back 0; generated RTL likely keeps BIST/gated-clock state blocking normal port operation,"added harness-derived hint to release BIST on test_mode low, use main clk for normal writes/reads, avoid shared gated clock latch, and preserve BIST re-entry; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; targeted repair still failed the same post-BIST normal write/read, so move to manual/agentic BIST/register-file implementation if continuing",research_outputs/two_stage_thinking_codegen/runs/targeted_register_file_2R1W_0006_20260519,initial targeted sample failed 2 checks including BIST and post-BIST read; repair improved to BIST pass but still failed post-BIST expected dout1=0xA5A5A5A5 got 0; no thinking used,thinking_pilot: 已有targeted证据,
cvdp_copilot_static_branch_predict_0014,functional,passed,targeted_exception_alignment_hint,stage2_targeted_pilot_static_branch_predict_0014_exception_hint,rescued,+1,full-run best was 0/1 but all first-vector outputs except exception matched; RTL flagged exception from predicted target PC bit1 even though harness expects exception based on aligned input fetch_pc_i,added harness-derived hint to preserve branch target/offset/confidence outputs and compute exception from fetch_valid_i and fetch_pc_i alignment rather than predicted target bit1; ran one bounded non-thinking targeted pilot with one repair attempt,remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_static_branch_predict_0014_20260519,initial targeted sample 0/1; repair attempt 1 passed the static branch predictor harness; no thinking used,already_rescued,
cvdp_copilot_static_branch_predict_0001,functional,functional,targeted_jalr_register_operand_hint,stage2_targeted_pilot_static_branch_predict_0001_jalr_hint,failed,0,full-run initial failure missed register_addr_i port; prior generic repair fixed the port but produced JALR target 0xFFFFFF63 instead of harness-expected fetch_pc_i + signext_imm + register_addr_i = 0x00000F63,"added harness/log-derived hint to preserve exact combinational interface, include register_addr_i, compute JALR target as fetch_pc_i + sign-extended immediate + register_addr_i, and preserve known B/J/default vectors; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; targeted repair fixed missing port and JALR vectors but still failed improper instruction encoding target PC, so further progress needs a narrower encoding-specific repair or manual/agentic implementation",research_outputs/two_stage_thinking_codegen/runs/targeted_static_branch_predict_0001_20260519,initial targeted sample failed missing register_addr_i; repair attempt 1 reached all vectors through JALR but failed improper instruction encoding: expected PC 0x000007FC got 0x00000FFC; final stayed 0/1 and rolled back; no thinking used,thinking_pilot: 已有targeted证据,thinking_success
cvdp_copilot_cache_lru_0019,functional,functional,targeted_plru_tree_direction_hint,stage2_targeted_pilot_cache_lru_0019_tree_hint,failed,0,"full-run failed first MRU update sequence: after reset and hits on index 0 way 0 then way 3, harness get_mru_way still returned 0 instead of 3; generated RTL used the wrong PLRU tree path/direction convention for the harness-visible recency array","added harness-derived hint for level-order node indexing, MSB-first way_select traversal, MRU traversal following stored bits, PLRU traversal following the opposite bit, and miss update using current way_replace; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; targeted repair still failed the same early MRU check, now returning 2 instead of expected 3, so further progress needs manual/agentic correction of the tree update convention",research_outputs/two_stage_thinking_codegen/runs/targeted_cache_lru_0019_20260519,initial targeted sample failed get_mru_way 0 vs expected 3; repair attempt 1 changed behavior but still failed get_mru_way 2 vs expected 3 after hit way 3; final stayed 0/1 and rolled back; no thinking used,thinking_pilot: 已有targeted证据,thinking_success
cvdp_copilot_digital_stopwatch_0012,functional,passed,targeted_countdown_interface_timing_hint,stage2_targeted_pilot_digital_stopwatch_0012_refined,rescued,+1,full-run failed all three CLK_FREQ configurations before functional countdown checks because generated RTL kept the old one-bit hour output while the modified prompt/harness requires hours[4:0] and directly reads dut.hours,"added harness-derived hint for exact countdown interface with hours[4:0], async visible load/clamping, pause-preserved divider progress, zero hold, borrow behavior, and a refined same-cycle divider/time update after the first pilot exposed a one-clock-late countdown from 23:59:59",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_digital_stopwatch_0012_refined_20260519,"first targeted pilot repaired missing hours but stayed 0/3 due full rollover expected 23:59:58 got 23:59:59; refined hint repair attempt 1 passed all CLK_FREQ 3,50,63 for 3/3; no thinking used",already_rescued,
cvdp_copilot_fan_controller_0008,functional_and_synth_optimization,functional_and_synth_optimization,targeted_pwm_window_qor_hint,stage2_targeted_pilot_fan_controller_0008_pwm_hint,failed,0,full-run sanity failed after APB programming TEMP_LOW=31 TEMP_MED=61 TEMP_HIGH=91 temp_adc_in=75 because fan_pwm_out stayed 1 at pwm_counter=21 while the harness expects high only for counters 1..11 and low otherwise; synth also failed QoR with wires/cells increasing,"added harness-derived hint for exact APB timing, temp readback 75, short PWM high window, reset behavior, and QoR-friendly removal of extra speed/duty registers; ran one bounded non-thinking targeted pilot with one repair attempt including sanity+synth","do not count as rescue; targeted sample and repair still failed the same sanity assertion at pwm_counter=21 and synth timed out at 300s, so move to manual/agentic QoR-aware rewrite if continuing",research_outputs/two_stage_thinking_codegen/runs/targeted_fan_controller_0008_20260519,"initial targeted sample failed sanity at fan_pwm_out=1,pwm_counter=21 and synth timeout; repair attempt reproduced same sanity failure and synth timeout; no thinking used",agentic_qor_rewrite,
cvdp_copilot_hebbian_rule_0012,functional,functional,targeted_debug_signal_and_truth_table_hint,stage2_targeted_pilot_hebbian_rule_0012_debug_hint,failed,0,full-run passed initial AND weight assertions but failed when the harness debug print tried to read missing internal signal test_index; generated RTL exposed test_index_reg only,"added harness-derived hint to expose test_index exactly, preserve debug signals, preserve checked weights for AND/OR/NAND/NOR, and match bipolar truth-table outputs; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; targeted sample/repair got past the missing test_index crash but regressed observable AND behavior with test_output=-1 instead of 1 and weights shown as -1,-1,1 in debug, so move to manual/agentic rewrite if continuing",research_outputs/two_stage_thinking_codegen/runs/targeted_hebbian_rule_0012_20260519,initial targeted sample and repair both failed first AND test output after debug print: expected test_output=1 got -1; final stayed 0/1 and rolled back; no thinking used,thinking_pilot: 已有targeted证据,
cvdp_copilot_gcd_0001,functional,functional,targeted_gcd_fsm_latch_hint,stage2_targeted_pilot_gcd_0001_existing_hint,failed_partial,0,full-run failed all WIDTH configurations; deterministic case A=4 B=2 expected 2 got 0 because generated control/datapath could subtract once more after operands became equal instead of capturing the equal result,"used existing harness-derived GCD hint requiring one-cycle go latch, internal operands, equality-before-subtract RUN behavior, one-cycle done, reset OUT/done, and exact equal/worst-case latency expectations; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; repair improved aggregate summary from 0/10 to 2/10 but still failed equal-input latency with latency 1 instead of expected 2, so further work needs latency-specific/manual adjustment",research_outputs/two_stage_thinking_codegen/runs/targeted_gcd_0001_20260519,initial targeted sample still 0/10; repair attempt 1 reached 2/10 with WIDTH 8/16 stress passing but gcd_test failed equal inputs A=B due latency expected 2 got 1; no thinking used,thinking_pilot: 窄timing/FSM问题,
cvdp_copilot_compression_engine_0001,functional,functional,targeted_exponent_mantissa_hint,stage2_targeted_pilot_compression_engine_0001_refined,failed_partial,0,"full-run RTL priority-encoded all 24 input bits, so low-only values produced nonzero exponents and high-bit exponent mapping was offset from the harness helper that scans only num_i[23:12]","added harness-derived hints for scanning only num_i[23:12], exponent k-11, mantissa extraction by (num_i >> (exponent-1)) & 12'hFFF, and refined visible examples after the first repair exposed a mantissa shift error","do not count as rescue; first repair fixed most exponent behavior but left mantissa shifted wrong, and refined repair still failed both summary tests with exponent regressions and mantissa mismatches; move to manual/agentic simple combinational rewrite if continuing",research_outputs/two_stage_thinking_codegen/runs/targeted_compression_engine_0001_refined_20260519,first pilot fresh 0/2 and repair 0/2; repair got low-only exponent 0 and high-bit exponents right but mantissa examples like 0xABCDEF expected 0x579 got 0xABC; refined pilot fresh 0/2 and repair 0/2 with many high-bit exponents stuck at 0 plus mantissa mismatches; no thinking used,thinking_pilot: 已有targeted证据,thinking_success
cvdp_copilot_axi_stream_upscale_0001,functional,passed,targeted_reset_ready_hint,stage2_targeted_pilot_axi_stream_upscale_0001,rescued,+1,full-run failed immediately after reset because s_axis_ready was 1 while the harness expects reset-released s_axis_ready == 0 before the first transfer,"added harness-derived reset/first-transfer timing hint requiring s_axis_ready reset low, accepting the first valid sample on the next checked cycle, and preserving the dfmt_enable/type/sign-extension mapping",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_axi_stream_upscale_0001_20260519,"fresh targeted sample passed 1/1 without repair; report shows reset successful, m_axis_valid=1, m_axis_data=11111111100000000000000000000100, TESTS=1 PASS=1 FAIL=0; no thinking used",already_rescued,
cvdp_copilot_dot_product_0005,functional,functional,targeted_valid_drop_and_signed_lane_hint,stage2_targeted_pilot_dot_product_0005,failed_partial,0,"full-run failed 11/12 tests because normal post-vector valid deassertion was treated as an error; after fixing that, the remaining targeted failure was the harness error-insert test where both valid signals drop before all pairs are accepted","added harness-derived hint for normal valid deassert after dot_length pairs, mid-computation valid-drop error semantics, unsigned real-only accumulation, and signed 16-bit complex lane arithmetic; ran an initial targeted pilot and one refined pilot","do not count as rescue; initial targeted repair improved to 11/12 but failed error-insert because both-valid-low mid-vector did not assert error; refined pilot regressed below the 11/12 artifact, so keep prior targeted best only as partial evidence",research_outputs/two_stage_thinking_codegen/runs/targeted_dot_product_0005_20260519,initial targeted fresh improved to 7/12 and repair to 11/12; remaining failure dot_product_error_insert_test expected error when both valids dropped after two of four pairs but got valid=0 error=0; refined run regressed to fresh 7/12 and repair 1/12; no thinking used,thinking_pilot: 已有targeted证据,thinking_success
cvdp_copilot_car_parking_management_0018,functional,passed,targeted_zero_entry_time_and_fee_hint,stage2_targeted_pilot_car_parking_management_0018,rescued,+1,"full-run failed the first fee check because slot 0 entered at current_time=0 and RTL used entry_time[current_slot] != 0 as the occupancy predicate, so fee_ready stayed 0 on exit","added harness-derived hint to track per-slot occupancy separately from entry_time, compute fee/QR immediately after exit, use peak-hour dynamic pricing, cap at harness default MAX_DAILY_FEE=500, and match QR bit packing",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_car_parking_management_0018_20260519,"initial targeted fresh remained 0/4; repair attempt 1 passed all four summaries for TOTAL_SPACES 9,14,12,9; logs show fee_ready=1 with parking_fee 100,50,500 and matching QR codes; no thinking used",already_rescued,
cvdp_copilot_coffee_machine_0001,functional,passed,targeted_operation_sequence_hint,stage2_targeted_pilot_coffee_machine_0001,rescued,+1,"full-run failed every parameterization at the first operation-0/1 heat-water check because the RTL gated start with |i_operation_sel[2:1], blocking valid operations 0 and 1 from entering HEAT","added harness-model-derived hint for valid operations 0..5, operation sequences, state durations, IDLE/non-IDLE error semantics, first-state visibility after start, and one-hot bean selection across parameterizations",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_coffee_machine_0001_20260519,fresh targeted sample passed all 16 parameterized coffee-machine runs without repair; report contains TESTS=1 PASS=1 for every NBW_DLY/NBW_BEANS/NS_BEANS parameterization; no thinking used,already_rescued,
cvdp_copilot_modified_booth_mul_0005,functional,functional,targeted_signed_multiplier_hint,stage2_targeted_pilot_modified_booth_mul_0005,failed,0,full-run failed signed 16-bit multiplication because Booth grouping treated the multiplier top group without sign extension; visible failure X=33834/Y=49102 expected (-31702)*(-16434)=520990668 but got an unsigned-product-equivalent negative result,"added harness-derived signed operand hint, highest Booth-group sign-extension guidance, and refined permission to use a simple signed multiply pipeline while preserving the 5-count latency and input order","do not count as rescue; targeted repair fixed neither the original signedness issue in run 1 nor the exact latency in refined run 2, so move to manual/agentic latency-preserving signed multiply rewrite if continuing",research_outputs/two_stage_thinking_codegen/runs/targeted_modified_booth_mul_0005_refined_20260519,run 1 fresh 0/1 and repair 0/1 with signedness failure expected -300500704 got 69819536; refined run fresh 0/1 and repair 0/1 failed latency expected 5 got 6; final stayed 0/1 and rolled back; no thinking used,thinking_pilot: 已有targeted证据,
cvdp_copilot_ping_pong_buffer_0001,functional,functional,targeted_buffer_toggle_hint,stage2_targeted_pilot_ping_pong_buffer_0001_refined,failed,0,full-run best was 5/6; only buffer_alternation_test failed because buffer_select never toggled when the harness held write_enable and read_enable high from reset while buffer_empty blocked the read-side wrap toggle,used existing harness-derived hint requiring accepted writes to clear buffer_empty and requiring buffer_select to toggle on write wrap/fill boundary; refined hint also forbade placing a duplicate ping_pong_buffer module in dual_port_memory.sv after repair regressed to duplicate-module compile failure,"do not count as rescue; both targeted runs kept the initial 5/6 sample as best and repair attempts regressed to duplicate-module compile failures, so further progress needs manual/agentic edit of the existing near-miss RTL rather than prompt-only repair",research_outputs/two_stage_thinking_codegen/runs/targeted_ping_pong_buffer_0001_refined_20260519,"run 1 initial 5/6, repair 0/1 compile failure: dual_port_memory.sv redefined ping_pong_buffer; refined run initial 5/6, repair repeated duplicate module declaration despite explicit file/module separation hint; no thinking used",thinking_pilot: 已有targeted证据,thinking_regression_compile
cvdp_copilot_simple_spi_0001,functional,functional,targeted_spi_visible_state_and_count_hint,stage2_targeted_pilot_simple_spi_0001_refined,failed_partial,0,"full-run failed at the first transmit-state check because outputs were driven from the old pre-transition state, so o_fsm_state remained IDLE one visible cycle after i_enable was asserted","added harness-derived hint for exact spi_fsm ports, same-cycle visible transition to TRANSMIT, MSB-first 16'hABCD bit order, o_bits_left sequence 15..1 at o_spi_clk rising edges, done/error/clear behavior, and refined same-cycle visible decrement on the first o_spi_clk rising edge","do not count as rescue; targeted fresh/repair fixed the initial visible-state failure but both stopped at the next timing check with o_bits_left still 16 when the harness expected 15, so further progress needs manual/agentic state/output timing rewrite",research_outputs/two_stage_thinking_codegen/runs/targeted_simple_spi_0001_refined_20260519,run 1 initial and repair both failed o_bits_left incorrect at bit 0 expected 15 got 16 after passing the original transmit-state check; refined run repeated the same o_bits_left failure; final stayed 0/1 and rolled back; no thinking used,thinking_pilot: 已有targeted证据,
cvdp_copilot_montgomery_0002,functional,functional,targeted_latency_pipeline_hint,stage2_targeted_pilot_montgomery_0002,failed,0,full-run built and reached the harness latency check but valid_out arrived after 5 counted rising edges while the harness expects 4 for a one-cycle valid_in pulse,"added harness-derived hint that result is simply (a*b)%N in the harness, internal Montgomery structure is not inspected, and valid_out/result must be a four-cycle throughput pipeline aligned to streamed inputs","do not count as rescue; targeted fresh regressed to compile failure and repair returned to the same latency=5 failure, so further progress needs manual/agentic pipeline stage removal or direct four-stage modulo multiplier",research_outputs/two_stage_thinking_codegen/runs/targeted_montgomery_0002_20260519,initial targeted sample failed iverilog for one randomized parameterization; repair attempt built but failed same latency assertion expected 4 got 5; final stayed 0/1 and rolled back; no thinking used,thinking_pilot: 窄timing/FSM问题,
cvdp_copilot_montgomery_0001,functional,passed,targeted_harness_redc_reference_hint,stage2_targeted_pilot_montgomery_0001,rescued,+1,full-run implemented textbook Montgomery REDC while the harness reference function directly computes (T*R_INVERSE)%N after a 5ns combinational wait; visible failure expected 474 got 567,"added harness-derived hint requiring pure combinational result=(T*R_INVERSE)%N, preserving montgomery_redc parameters/ports and avoiding the textbook N_PRIME/m/t REDC path for this testcase",remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_montgomery_0001_20260519,"initial targeted sample failed 0/5; repair attempt 1 passed all five randomized REDC harness runs, report shows TESTS=1 PASS=1 for each and final best_summary 5/5; no thinking used",already_rescued,
cvdp_copilot_perceptron_0006,functional,functional,targeted_perceptron_weights_and_testing_hint,stage2_targeted_pilot_perceptron_0006_refined,failed_partial,0,"full-run failed first AND final-weight check because RTL cleared learned weights/bias when stop/convergence asserted; final AND weights were 0,0,0 instead of 1,1,-1","added harness-derived hint to preserve learned weights at stop, expected final weights for AND/OR/NAND/NOR, expected test-output sequences, and refined testing_active guidance after first repair fixed AND weights but failed to drive test outputs","do not count as rescue; first repair fixed AND final weights but failed first AND test output, refined repair passed AND weights/test sequence but failed OR final bias because the design stayed in the prior AND-trained state rather than retraining for OR",research_outputs/two_stage_thinking_codegen/runs/targeted_perceptron_0006_refined_20260519,"run 1 initial same as full-run; repair reached AND final weights 1,1,-1 but first test output remained 0; refined repair reached AND four test outputs 1,-1,-1,-1 but then OR final bias expected 1 got -1; final stayed 0/1 and rolled back; no thinking used",thinking_pilot: 已有targeted证据,
cvdp_copilot_perceptron_0013,functional,passed,targeted_perceptron_gate_weight_hint,stage2_targeted_pilot_perceptron_0013,rescued,+1,full-run failed first AND final-weight check because the microcoded trainer over-updated weights; visible failure had AND w1=-4 instead of expected 1,added harness-derived hint that this simpler harness only asserts final weights for AND/OR/NAND/NOR and then only logs random cases; required stable per-gate final weights after training and no clearing on stop,remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_rescue_perceptron_0013,"initial targeted sample failed 0/1; repair attempt 1 passed 1/1 with AND 1,1,-1; OR 1,1,1; NAND -1,-1,1; NOR -1,-1,-1; no thinking used",already_rescued,
cvdp_copilot_axi_alu_0001,docker_timeout,functional,targeted_axi_burst_and_result_hint,stage2_targeted_pilot_axi_alu_0001,failed_reclassified,0,full-run timed out after failing the initial 16-beat burst write; baseline only wrote ram[0..3] before address 0x30 remained 0 instead of 9 and then hung in the next test,"added harness-derived hint for AXI burst write address increment over 0x20..0x5c, RAM readback, CSR register map, ALU operation/result readback at 0x14/0x18, and bounded ready/valid handshakes; ran one bounded non-thinking targeted pilot with one repair attempt","do not count as rescue; targeted fresh converted timeout into bounded functional 2/10 but still missed ram[0] and returned zero ALU results; repair regressed to 1/10, so move to manual/agentic AXI/memory/ALU rewrite",research_outputs/two_stage_thinking_codegen/runs/targeted_axi_alu_0001_20260519,initial targeted sample 2/10 with shift and unaligned tests passing; first failure ram[0] expected 5 got 0 and ALU result reads often returned 0; repair attempt 1 regressed to 1/10; no thinking used,thinking_pilot: 已有targeted证据,
cvdp_copilot_axi_tap_0009,functional,passed,targeted_timeout_signal_name_hint,stage2_targeted_pilot_axi_tap_0009_refined,rescued,+1,full-run passed the initial AXI pass-through checks but every parameterized run crashed when the harness tried to write missing hierarchical object TIMEOUT_LIMIT; first targeted repair exposed the next missing harness-visible read_timeout_o signal,added harness-derived hint to preserve AXI pass-through behavior while declaring cocotb-visible TIMEOUT_LIMIT plus exact timeout signal names read_timeout_o and write_timeout_o; reran a refined bounded non-thinking targeted pilot,remove from residual set for post-hoc targeted accounting only; do not count as baseline model performance,research_outputs/two_stage_thinking_codegen/runs/targeted_axi_tap_0009_refined_20260519,first targeted pilot stayed 0/20; repair got past TIMEOUT_LIMIT but failed missing read_timeout_o; refined repair attempt 1 passed all 20 ADDR_WIDTH/DATA_WIDTH parameterized harness runs with read/write timeout asserting at i=11 for TIMEOUT_LIMIT=10; no thinking used,already_rescued,
cvdp_copilot_axis_border_gen_0001,functional,functional,targeted_axis_tlast_hint,stage2_targeted_pilot_axis_border_gen_0001,failed,0,full-run failed all three IMG_WIDTH/IMG_HEIGHT runs at the end of the top border row because m_axis_tlast stayed 0 on output column IMG_WIDTH+1; for IMG_WIDTH=3 the harness expected tlast at pixel index 4,"added harness-derived hint requiring output dimensions IMG_WIDTH+2 by IMG_HEIGHT+2, tlast on every output row's last column, border rows generated without waiting for input pixels, and input consumption only for core pixels","do not count as rescue; targeted fresh and repair both reproduced the same tlast off-by-one failure, so further progress needs manual/agentic rewrite of the output-row FSM",research_outputs/two_stage_thinking_codegen/runs/targeted_axis_border_gen_0001_20260519,"initial targeted sample 0/3 and repair attempt 1 0/3; failures identical: expected tlast true at index IMG_WIDTH+1 but got 0 for widths 3,4,5; no thinking used",thinking_pilot: 已有targeted证据,
